Sample number,Monoisotopic mass,Intensity,RT_start,RT_finish
2,3065.881,2.87E+06,56.748,58.987
3,3059.502,1.00E+06,45.752,47.485
4,3059.501,9.27E+05,48.259,49.733
3,3033.537,7.24E+05,46.241,47.99
1,3033.537,6.09E+05,46.25,47.982
2,3033.537,8.07E+05,44.254,45.979
3,3029.617,1.27E+07,123.498,131.723
4,3029.616,5.06E+06,128.255,130.974
4,3014.544,5.92E+06,47,49.481
2,3014.544,5.43E+06,42.992,45.224
3,3014.543,4.83E+06,44.745,47.231
1,3014.542,3.71E+06,45.259,47.474
4,3009.576,1.47E+06,51.999,53.726
1,3009.574,1.24E+06,49.504,51.473
2,3009.574,1.71E+06,46.993,49.232
3,3009.572,1.51E+06,49.255,51.24
4,3002.481,2.52E+06,54.502,56.481
2,3002.481,3.62E+06,49.756,51.974
3,3002.48,2.14E+06,52.252,54.237
1,3002.479,2.26E+06,52.25,54.238
3,3000.473,5.78E+05,39.75,41.236
1,3000.471,7.26E+05,39.508,41.233
3,2999.737,5.52E+05,71.509,72.987
4,2998.548,1.19E+07,57.995,60.478
1,2998.547,8.19E+06,56.01,58.474
3,2998.547,1.08E+07,55.502,57.982
2,2998.546,1.02E+07,53.258,55.738
3,2986.486,2.65E+06,56.997,58.979
2,2986.486,2.50E+06,54.498,56.476
4,2986.485,1.95E+06,59.506,61.229
1,2986.483,2.02E+06,57.253,59.227
4,2969.721,1.88E+06,47.753,49.227
2,2916.571,7.68E+05,43.499,44.973
1,2890.521,2.99E+06,80.994,82.733
2,2868.564,4.33E+05,56.999,58.47
2,2857.527,1.57E+06,46.749,48.729
1,2857.526,7.99E+05,49.005,50.987
3,2856.345,6.03E+05,35.497,37.982
4,2855.444,2.57E+06,54.756,56.734
2,2855.443,2.16E+06,49.993,51.722
3,2855.443,2.21E+06,52.507,54.489
1,2855.442,1.83E+06,52.505,54.471
1,2845.553,5.34E+05,51.998,53.73
2,2845.551,1.42E+06,49.504,51.49
1,2838.557,1.65E+06,63.257,64.728
3,2838.554,1.88E+06,63.757,65.238
3,2836.608,1.30E+06,60.004,61.983
4,2836.607,2.30E+06,62.254,64.229
2,2811.535,4.35E+06,70.748,72.478
3,2807.623,8.96E+05,37.256,39.221
4,2807.623,2.37E+06,39.246,41.239
1,2807.622,8.05E+05,37.495,39.488
1,2795.54,7.00E+06,83.753,85.729
4,2794.383,4.20E+06,42.254,44.74
1,2794.383,3.88E+05,40.492,42.229
3,2794.382,1.25E+06,40.26,42.224
2,2762.573,4.59E+05,165.254,167.723
1,2762.571,1.23E+05,166.504,167.971
3,2762.571,1.27E+05,168.495,170.227
4,2644.407,5.23E+05,57.256,58.728
4,2632.45,2.21E+06,42.254,44.74
4,2614.343,5.65E+06,51.252,52.99
3,2614.341,5.71E+06,48.748,50.735
2,2614.341,5.80E+06,46.504,48.477
1,2614.34,4.06E+06,48.754,50.477
3,2546.444,8.48E+05,35.26,37.236
4,2535.307,1.55E+06,49.499,52.482
3,2535.305,9.08E+05,47.249,49.722
4,2519.31,4.09E+06,49.753,52.231
2,2519.31,4.62E+06,45.495,49.737
3,2519.309,6.98E+06,46.745,50.988
1,2519.309,4.80E+06,47.26,50.477
3,2492.494,6.11E+04,197.757,199.98
2,2492.493,2.12E+05,194.995,199.974
3,2436.239,1.69E+05,48.01,49.49
3,2428.909,1.41E+06,21.499,30.97
2,2428.909,2.05E+06,22.256,36.228
1,2428.909,7.83E+05,21.495,32.739
4,2420.242,1.67E+06,49.753,51.729
2,2420.241,1.42E+06,45.748,48.224
3,2420.241,3.10E+06,46.997,49.722
1,2420.241,1.80E+06,47.746,50.225
4,2414.225,3.38E+06,42.759,44.485
3,2414.224,7.99E+06,40.005,41.971
1,2414.224,7.67E+06,39.251,41.723
2,2404.402,1.51E+06,43.244,45.224
1,2404.401,4.97E+05,45.491,47.24
1,2149.234,2.22E+06,55.503,57.233
2,2149.233,1.67E+06,53.258,54.732
1,2035.154,3.04E+06,55.249,57.736
2,2035.154,2.73E+06,52.75,55.235
2,1999.052,2.94E+06,44.505,46.232
1,1999.051,1.34E+06,46.756,48.234
2,1999.051,2.39E+06,52.498,53.973
1,1999.051,2.07E+06,54.997,56.727
1,1983.056,1.97E+06,64.748,66.489
1,1964.118,3.26E+05,55.757,57.233
4,1954.035,2.97E+06,54.502,56.985
3,1954.034,7.01E+05,52.76,54.489
2,1930.525,1.56E+05,27.257,30.983
2,1922.995,4.72E+05,46,47.484
